학원명,카테고리,지번주소,도로명주소,전화번호,위도,경도,거리(km),검색키워드,링크
해동검도,"스포츠,레저 > 무예 > 검도 > 검도장",경기 평택시 동삭동 340-6,경기 평택시 동삭로 386,031-656-3552,37.0198463323318,127.097463107159,9.09,검도,http://place.map.kakao.com/6520846
Lucete sport academy,"스포츠,레저 > 무예 > 격투기",경기 평택시 칠원동 59-5,경기 평택시 원칠원길 57,010-8204-9247,37.0317679221656,127.100315101387,9.11,체육관,http://place.map.kakao.com/1357153870
우리아이해동검도,"스포츠,레저 > 무예 > 검도",경기 평택시 동삭동 339,경기 평택시 동삭로 372,031-658-5432,37.01886126209021,127.09659433301677,9.15,검도,http://place.map.kakao.com/16032112
권의성태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 합정동 513-1,경기 평택시 중앙2로 91,031-657-1576,36.9910101357352,127.097213995139,9.26,태권도,http://place.map.kakao.com/1371084336
백산특공무술체육관,"스포츠,레저 > 무예",경기 평택시 합정동 752-24,경기 평택시 중앙로 122,,36.9928767706317,127.096612012356,9.27,무술,http://place.map.kakao.com/12138054
올림픽태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 비전동 487-49,경기 평택시 평택2로 118,031-656-1414,36.99978152254574,127.09467831191955,9.32,태권도,http://place.map.kakao.com/95349633
그랑발레학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 평택시 동삭동,경기 평택시 지제동삭2로 181-34,010-5872-0843,37.0177590764496,127.094562395462,9.32,발레,http://place.map.kakao.com/1313887775
빌리풀 동삭지제점,"스포츠,레저 > 수영,수상 > 수영장",경기 평택시 동삭동,경기 평택시 모산1길 38,031-616-0070,37.0155174991282,127.09187515562,9.54,수영,http://place.map.kakao.com/1968635418
수영프리텍,"서비스,산업 > 제조업 > 전기,전자 > 전기자재,부품",충남 천안시 서북구 입장면 유리 231-10,충남 천안시 서북구 입장면 내유리1길 19-2,,36.92418637319687,127.21407962444522,9.55,수영,http://place.map.kakao.com/1014782028
유얼스필라테스&발레핏,"스포츠,레저 > 요가,필라테스 > 필라테스",경기 평택시 세교동 584-10,경기 평택시 세교6로 12-47,031-656-3247,37.0100043079395,127.091203351226,9.57,발레,http://place.map.kakao.com/2118950027
성동라이온태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 합정동 833,경기 평택시 평택3로 10,,36.9900500841355,127.093216066992,9.63,태권도,http://place.map.kakao.com/1701150230
마스터즈클럽태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 합정동 833,경기 평택시 평택3로 10,,36.9900509834395,127.093218314692,9.63,태권도,http://place.map.kakao.com/1017675118
글로벌태권도,"스포츠,레저 > 무예 > 태권도",경기 평택시 세교동 14-6,경기 평택시 세교8길 4-22,031-653-1127,37.00797651976997,127.09049195891448,9.63,태권도,http://place.map.kakao.com/1168107510
일무관,"스포츠,레저 > 무예 > 합기도 > 합기도장",경기 평택시 합정동 672-33,경기 평택시 중앙로 84,031-655-1087,36.9936442717933,127.092362210668,9.63,합기도,http://place.map.kakao.com/9356905
세아챔피언태권스쿨,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 세교동 596,경기 평택시 세교6로 19,031-618-1721,37.009724864507646,127.09016594295274,9.66,태권도,http://place.map.kakao.com/140828316
용인대힐스 국가대표태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 세교동 597,경기 평택시 세교6로 45,,37.0101138296967,127.088168647597,9.84,태권도,http://place.map.kakao.com/460603369
헬로키즈풀 평택,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 평택시 비전동 630-12,경기 평택시 평택1로 48,,36.9962353307714,127.088222272976,9.94,수영,http://place.map.kakao.com/1941148263
무혼,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 군문동 251-1,경기 평택시 군문1길 41,,36.9842538041921,127.086752748075,10.35,태권도,http://place.map.kakao.com/195331534
한국복지대학교 체육관,"교육,학문 > 학교부속시설",경기 평택시 장안동 5-3,,,37.0521260303854,127.094703948985,10.41,체육관,http://place.map.kakao.com/2025770150
챔피언태권스쿨 세교관,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 세교동 559,경기 평택시 세교2로 38,031-618-1721,37.0018229165309,127.081973221667,10.42,태권도,http://place.map.kakao.com/1477943130
한국태권도체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 세교동 557,경기 평택시 세교공원로 33,031-652-8009,37.002213961699226,127.08200846937845,10.42,태권도,http://place.map.kakao.com/9607915
군문드림킥 태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 군문동 360-4,경기 평택시 원평로25번길 61-1,,36.9861722044273,127.082983071507,10.62,태권도,http://place.map.kakao.com/1081782882
CS태권스쿨,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 가재동 138-6,경기 평택시 막곡길 8,031-611-9385,37.0395828050382,127.085556742428,10.62,태권도,http://place.map.kakao.com/27490475
중앙월드태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 세교동 558,경기 평택시 세교3로 5,,37.0023202044406,127.079484119434,10.64,태권도,http://place.map.kakao.com/401468240
용인대월드태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 세교동 558,경기 평택시 세교3로 5,031-655-1721,37.0023508351815,127.07949313918,10.64,태권도,http://place.map.kakao.com/18603328
용인대 탑 마스터 태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 평택동 107-4,경기 평택시 원평2로20번길 1,010-4786-7271,36.9900335078874,127.081452836445,10.65,태권도,http://place.map.kakao.com/8778869
고려대한태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 입장면 하장리 48-2,충남 천안시 서북구 입장면 하장4길 8,041-584-0999,36.914479775355,127.22146680488,10.73,태권도,http://place.map.kakao.com/447781768
용인수상스키장,"스포츠,레저 > 수영,수상 > 수상스포츠",경기 용인시 처인구 이동읍 어비리 923-1,경기 용인시 처인구 이동읍 어진로 765,031-334-4697,37.1060678650172,127.190469068393,10.79,수영,http://place.map.kakao.com/25115401
노을생태문화공원 물놀이장,"스포츠,레저 > 수영,수상 > 수영장",경기 평택시 평택동 222-3,,,36.9848307690219,127.079950030879,10.92,수영,http://place.map.kakao.com/805716921
수영상회,"가정,생활 > 식품판매",경기 용인시 처인구 이동읍 어비리 1271-1,경기 용인시 처인구 이동읍 어진로 669,,37.1077795735162,127.181477563017,11.06,수영,http://place.map.kakao.com/23813194
경희대효태권도&점핑줄넘기,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 지제동,경기 평택시 지제동삭1로 41,,37.021715847905774,127.07408438886935,11.18,태권도,http://place.map.kakao.com/61211681
호랑이유도관,"스포츠,레저 > 무예 > 유도 > 유도장",경기 안성시 금광면 신양복리 105-2,경기 안성시 금광면 신양복길 1,,37.0078298811546,127.326709270596,11.34,유도,http://place.map.kakao.com/404557647
안성맞춤종합운동장,"스포츠,레저 > 스포츠시설 > 운동장 > 종합운동장",경기 안성시 보개면 양복리 210,,031-676-2773,37.0115706060346,127.327561249809,11.42,체육관,http://place.map.kakao.com/11505491
용인대체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 안성시 금광면 신양복리 139-1,경기 안성시 금광면 종합운동장로 132,031-672-1511,37.00968512938278,127.3286924744329,11.52,태권도,http://place.map.kakao.com/9949643
안성시국민체육센터 매점,"가정,생활 > 식품판매",경기 안성시 보개면 양복리 210,,,37.0128388703523,127.329027414334,11.55,체육관,http://place.map.kakao.com/13580446
안성국민체육센터,"스포츠,레저 > 스포츠시설 > 스포츠센터",경기 안성시 보개면 양복리 210,경기 안성시 보개면 종합운동장안길 24,031-651-0741,37.01288482156572,127.32902873605602,11.55,체육관,http://place.map.kakao.com/17574916
안성시국민체육센터 실내수영장,"스포츠,레저 > 수영,수상 > 수영장",경기 안성시 보개면 양복리 210,,070-8856-2330,37.0128856011505,127.329072561093,11.56,체육관,http://place.map.kakao.com/24632943
안성맞춤실내체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 안성시 보개면 양복리 210,경기 안성시 보개면 종합운동장안길 33,031-676-2773,37.01356567723497,127.32980698466616,11.63,체육관,http://place.map.kakao.com/1962737510
한국태권도합기도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 성환읍 성환리 373-35,충남 천안시 서북구 성환읍 성환11길 37,041-583-7942,36.916566482486,127.131965560252,11.9,태권도,http://place.map.kakao.com/1471618841
경희대석사히어로즈태권도 유아전용관,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 장안동 345-6,경기 평택시 장안길 96,031-668-8993,37.0603457831856,127.081111936127,11.91,태권도,http://place.map.kakao.com/505146255
남서울대학교 성암문화체육관매점,"가정,생활 > 슈퍼마켓",충남 천안시 서북구 성환읍 매주리 4,충남 천안시 서북구 성환읍 대학로 91,041-581-1179,36.9099106225166,127.14687274323,11.98,체육관,http://place.map.kakao.com/16129208
남서울대학교 성암문화체육관,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 성환읍 매주리 4,충남 천안시 서북구 성환읍 대학로 91,041-580-2570,36.9099106890909,127.146818881374,11.98,체육관,http://place.map.kakao.com/8879389
성암문화체육관,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 성환읍 매주리 21,충남 천안시 서북구 성환읍 대학로 91,,36.910913022983,127.143611483703,11.99,체육관,http://place.map.kakao.com/313125941
국제대학교 체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 평택시 장안동 353,경기 평택시 장안웃길 56,,37.06594881470744,127.08218497599475,12.13,체육관,http://place.map.kakao.com/17561136
은혜고등학교 체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 평택시 장안동 389-2,경기 평택시 장안웃길 66,,37.0668556953912,127.081602373639,12.23,체육관,http://place.map.kakao.com/8509766
연운타이거즈태권도,"스포츠,레저 > 무예 > 태권도",경기 용인시 처인구 남사읍 봉무리 646-1,경기 용인시 처인구 남사읍 처인성로 216-5,031-322-3154,37.1140017905517,127.152419081941,12.36,태권도,http://place.map.kakao.com/1149746443
해동검도 남사본관,"스포츠,레저 > 무예 > 검도",경기 용인시 처인구 남사읍 봉무리 661-11,경기 용인시 처인구 남사읍 처인성로185번길 9-1,031-339-6334,37.113144065679826,127.14951906298771,12.36,검도,http://place.map.kakao.com/15982966
명품타이거즈합기도,"스포츠,레저 > 무예 > 합기도 > 합기도장",경기 용인시 처인구 남사읍 봉무리 646-1,경기 용인시 처인구 남사읍 처인성로 216-5,031-322-3154,37.1140171057103,127.152421362896,12.36,합기도,http://place.map.kakao.com/2077946623
남사초등학교 남사랑체육관,"교육,학문 > 학교부속시설",경기 용인시 처인구 남사읍 봉무리 662,경기 용인시 처인구 남사읍 처인성로185번길 9-10,,37.1134463282409,127.14919674759,12.4,체육관,http://place.map.kakao.com/952450439
팽성레포츠공원 청소년체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 평택시 팽성읍 객사리 29-1,경기 평택시 팽성읍 안정로 238-31,,36.9687522548138,127.066009277647,12.64,체육관,http://place.map.kakao.com/644042751
팽성실내체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 평택시 팽성읍 객사리 29-1,경기 평택시 팽성읍 안정로 238-31,,36.96870451719862,127.06597330081483,12.65,체육관,http://place.map.kakao.com/8112567
남사중학교 다목적체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 용인시 처인구 남사읍 봉무리 435,경기 용인시 처인구 남사읍 내기로 27,,37.11573165927346,127.14829323165027,12.66,체육관,http://place.map.kakao.com/2093458857
크로스핏 디짐,"스포츠,레저 > 스포츠시설 > 체육관",경기 평택시 이충동 370-10,경기 평택시 정암로 120,031-611-0706,37.05594735015574,127.06716403080223,12.8,체육관,http://place.map.kakao.com/721060864
장당중학교 다목적체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 평택시 장당동 640,,,37.0509992994614,127.062686481569,12.96,체육관,http://place.map.kakao.com/871927045
점프태권도합기도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 장당동 635-5,경기 평택시 장당길 45,,37.052068066964,127.062509734627,13.02,태권도,http://place.map.kakao.com/1640760783
이충문화체육센터,"스포츠,레저 > 스포츠시설 > 체육관",경기 평택시 이충동 700,경기 평택시 장안웃길 149,031-8024-7440,37.06601927536289,127.07072607979842,13.02,체육관,http://place.map.kakao.com/17808179
이충문화체육센터 수영장,"스포츠,레저 > 수영,수상 > 수영장",경기 평택시 이충동 700,경기 평택시 장안웃길 149,031-8024-7440,37.0660192753629,127.070726079798,13.02,체육관,http://place.map.kakao.com/1267215057
용인대검도용무도체육관 중부협회총관,"스포츠,레저 > 무예",경기 평택시 장당동 635-3,경기 평택시 장당길 43-4,031-668-1140,37.0524988104852,127.06245275262,13.04,검도,http://place.map.kakao.com/1321269411
한국체대태권도장 이충관,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 이충동 665-3,경기 평택시 이충로35번길 28,031-664-9992,37.0592351332989,127.065975148767,13.05,태권도,http://place.map.kakao.com/18690399
해동검도,"스포츠,레저 > 무예 > 검도",경기 평택시 이충동 667,경기 평택시 이충로35번길 28-22,031-668-3789,37.059847837725286,127.06602065248005,13.07,검도,http://place.map.kakao.com/10921349
서정유도,"스포츠,레저 > 무예 > 유도 > 유도장",경기 평택시 이충동 665-2,경기 평택시 이충로35번길 28-3,,37.0593830216121,127.065772898692,13.07,유도,http://place.map.kakao.com/9159758
